招生群類別,成績區間,國文,英文,數學,專業一,專業二
18海事群,14.01～15,0,136,0,0,0
18海事群,13.01～14,232,1030,0,1,0
18海事群,12.01～13,0,72,0,0,0
18海事群,11.01～12,147,591,794,1,0
18海事群,10.01～11,1,25,0,0,0
18海事群,9.01～10,65,250,1,0,0
18海事群,8.01～9,0,10,0,0,0
18海事群,7.01～8,41,117,291,0,0
18海事群,6.01～7,0,2,1,0,0
18海事群,5.01～6,13,28,0,0,0
18海事群,4.01～5,0,0,0,0,0
18海事群,3.01～4,6,6,57,0,0
18海事群,2.01～3,0,0,0,0,0
18海事群,1.01～2,2,1,1,0,0
18海事群,0.01～1,0,0,0,0,0
18海事群,0.00,14,11,23,0,1
19水產群,99.01～100,1,60,53,0,0
19水產群,98.01～99,0,204,0,0,0
19水產群,97.01～98,0,98,0,0,0
19水產群,96.01～97,0,438,0,0,0
19水產群,95.01～96,6,142,138,0,0
19水產群,94.01～95,0,614,0,0,0
19水產群,93.01～94,17,211,0,0,0
19水產群,92.01～93,0,620,0,0,0
19水產群,91.01～92,49,256,182,0,0
19水產群,90.01～91,0,607,0,0,0
19水產群,89.01～90,67,276,0,0,0
19水產群,88.01～89,0,555,0,0,0
19水產群,87.01～88,158,297,262,0,0
19水產群,86.01～87,0,538,0,0,0
19水產群,85.01～86,267,314,0,0,1
19水產群,84.01～85,1,507,0,0,0
19水產群,83.01～84,481,362,365,1,0
19水產群,82.01～83,0,470,0,0,0
19水產群,81.01～82,612,397,0,2,1
19水產群,80.01～81,0,417,0,0,0
19水產群,79.01～80,876,377,419,0,1
19水產群,78.01～79,0,404,0,0,0
19水產群,77.01～78,1168,399,0,1,1
19水產群,76.01～77,0,393,0,0,0
19水產群,75.01～76,1427,431,532,7,2
19水產群,74.01～75,0,342,0,0,0
19水產群,73.01～74,1766,498,0,2,3
19水產群,72.01～73,0,315,0,0,0
19水產群,71.01～72,2001,519,626,2,1
19水產群,70.01～71,0,336,0,0,0
19水產群,69.01～70,2267,524,0,1,3
19水產群,68.01～69,1,327,0,0,0
19水產群,67.01～68,2495,547,728,3,2
19水產群,66.01～67,1,318,0,0,0
19水產群,65.01～66,2714,550,0,2,4
19水產群,64.01～65,2,321,0,0,0
19水產群,63.01～64,2876,573,828,5,1
19水產群,62.01～63,0,298,0,0,0
19水產群,61.01～62,2822,597,0,4,5
19水產群,60.01～61,0,323,0,0,0
19水產群,59.01～60,2939,613,1039,3,3
19水產群,58.01～59,0,328,0,0,0
19水產群,57.01～58,2938,620,0,10,2
19水產群,56.01～57,0,346,0,0,0
19水產群,55.01～56,2870,607,1101,11,8
19水產群,54.01～55,0,393,0,0,0
19水產群,53.01～54,2849,655,1,11,5
19水產群,52.01～53,1,398,0,0,0
19水產群,51.01～52,2718,641,1304,9,5
19水產群,50.01～51,0,442,0,0,0
19水產群,49.01～50,2616,713,0,9,6
19水產群,48.01～49,1,390,0,0,0
19水產群,47.01～48,2468,706,1510,8,2
19水產群,46.01～47,0,479,0,0,0
19水產群,45.01～46,2387,718,0,6,9
19水產群,44.01～45,0,499,0,0,0
19水產群,43.01～44,2154,682,1862,8,13
19水產群,42.01～43,0,521,0,0,0
19水產群,41.01～42,2052,730,1,4,6
19水產群,40.01～41,1,547,0,0,0
19水產群,39.01～40,1841,741,2364,3,6
19水產群,38.01～39,2,633,0,0,0
19水產群,37.01～38,1655,818,1,4,5
19水產群,36.01～37,2,583,0,0,0
19水產群,35.01～36,1610,950,2881,1,4
19水產群,34.01～35,0,714,2,0,0
19水產群,33.01～34,1419,1049,0,2,6
19水產群,32.01～33,1,721,0,0,0
19水產群,31.01～32,1230,1359,3278,1,2
19水產群,30.01～31,1,770,2,0,0
19水產群,29.01～30,1041,1607,1,0,7
19水產群,28.01～29,1,836,0,0,0
19水產群,27.01～28,907,2002,4204,0,3
19水產群,26.01～27,0,834,1,0,0
19水產群,25.01～26,841,2398,1,1,3
19水產群,24.01～25,1,901,0,0,0
19水產群,23.01～24,724,2765,4315,0,0
19水產群,22.01～23,0,957,1,0,0
19水產群,21.01～22,639,3440,0,1,2
19水產群,20.01～21,0,583,0,0,0
19水產群,19.01～20,751,3837,2669,0,0
19水產群,18.01～19,3,380,1,0,0
19水產群,17.01～18,601,2338,0,1,0
19水產群,16.01～17,0,256,0,0,0
19水產群,15.01～16,340,1551,1581,1,0
19水產群,14.01～15,0,136,0,0,0
19水產群,13.01～14,232,1030,0,0,0
19水產群,12.01～13,0,72,0,0,0
19水產群,11.01～12,147,591,794,0,0
19水產群,10.01～11,1,25,0,0,0
19水產群,9.01～10,65,250,1,0,0
19水產群,8.01～9,0,10,0,0,0
19水產群,7.01～8,41,117,291,0,0
19水產群,6.01～7,0,2,1,0,0
19水產群,5.01～6,13,28,0,0,0
19水產群,4.01～5,0,0,0,0,0
19水產群,3.01～4,6,6,57,0,0
19水產群,2.01～3,0,0,0,0,0
19水產群,1.01～2,2,1,1,0,0
19水產群,0.01～1,0,0,0,0,0
19水產群,0.00,14,11,23,0,0
20影視群,99.01～100,1,60,53,0,0
20影視群,98.01～99,0,204,0,0,0
20影視群,97.01～98,0,98,0,0,0
20影視群,96.01～97,0,438,0,0,0
20影視群,95.01～96,6,142,138,0,0
20影視群,94.01～95,0,614,0,0,0
20影視群,93.01～94,17,211,0,0,0
20影視群,92.01～93,0,620,0,0,0
20影視群,91.01～92,49,256,182,0,0
20影視群,90.01～91,0,607,0,0,0
20影視群,89.01～90,67,276,0,0,0
20影視群,88.01～89,0,555,0,0,0
20影視群,87.01～88,158,297,262,1,0
20影視群,86.01～87,0,538,0,0,0
20影視群,85.01～86,267,314,0,1,2
20影視群,84.01～85,1,507,0,0,0
20影視群,83.01～84,481,362,365,0,4
20影視群,82.01～83,0,470,0,0,0
20影視群,81.01～82,612,397,0,2,3
20影視群,80.01～81,0,417,0,0,0
20影視群,79.01～80,876,377,419,2,9
20影視群,78.01～79,0,404,0,0,0
20影視群,77.01～78,1168,399,0,1,11
20影視群,76.01～77,0,393,0,0,0
20影視群,75.01～76,1427,431,532,3,16
20影視群,74.01～75,0,342,0,0,0
20影視群,73.01～74,1766,498,0,4,13
20影視群,72.01～73,0,315,0,0,0
20影視群,71.01～72,2001,519,626,5,15
20影視群,70.01～71,0,336,0,0,0
20影視群,69.01～70,2267,524,0,1,24
20影視群,68.01～69,1,327,0,0,0
20影視群,67.01～68,2495,547,728,3,28
20影視群,66.01～67,1,318,0,0,0
20影視群,65.01～66,2714,550,0,2,34
20影視群,64.01～65,2,321,0,0,0
20影視群,63.01～64,2876,573,828,11,40
20影視群,62.01～63,0,298,0,0,0
20影視群,61.01～62,2822,597,0,8,27
20影視群,60.01～61,0,323,0,0,0
20影視群,59.01～60,2939,613,1039,10,36
20影視群,58.01～59,0,328,0,0,0
20影視群,57.01～58,2938,620,0,11,33
20影視群,56.01～57,0,346,0,0,0
20影視群,55.01～56,2870,607,1101,12,30
20影視群,54.01～55,0,393,0,0,0
20影視群,53.01～54,2849,655,1,13,37
20影視群,52.01～53,1,398,0,0,0
20影視群,51.01～52,2718,641,1304,10,35
20影視群,50.01～51,0,442,0,0,0
20影視群,49.01～50,2616,713,0,8,36
20影視群,48.01～49,1,390,0,0,0
20影視群,47.01～48,2468,706,1510,11,18
20影視群,46.01～47,0,479,0,0,0
20影視群,45.01～46,2387,718,0,17,24
20影視群,44.01～45,0,499,0,0,0
20影視群,43.01～44,2154,682,1862,29,29
20影視群,42.01～43,0,521,0,0,0
20影視群,41.01～42,2052,730,1,30,17
20影視群,40.01～41,1,547,0,0,0
20影視群,39.01～40,1841,741,2364,39,17
20影視群,38.01～39,2,633,0,0,0
20影視群,37.01～38,1655,818,1,39,18
20影視群,36.01～37,2,583,0,0,0
20影視群,35.01～36,1610,950,2881,49,12
20影視群,34.01～35,0,714,2,0,0
20影視群,33.01～34,1419,1049,0,48,12
20影視群,32.01～33,1,721,0,0,0
20影視群,31.01～32,1230,1359,3278,51,9
20影視群,30.01～31,1,770,2,0,0
20影視群,29.01～30,1041,1607,1,51,7
20影視群,28.01～29,1,836,0,0,0
20影視群,27.01～28,907,2002,4204,45,3
20影視群,26.01～27,0,834,1,0,0
20影視群,25.01～26,841,2398,1,39,4
20影視群,24.01～25,1,901,0,0,0
20影視群,23.01～24,724,2765,4315,31,5
20影視群,22.01～23,0,957,1,0,0
20影視群,21.01～22,639,3440,0,21,2
20影視群,20.01～21,0,583,0,0,0
20影視群,19.01～20,751,3837,2669,12,4
20影視群,18.01～19,3,380,1,0,0
20影視群,17.01～18,601,2338,0,2,2
20影視群,16.01～17,0,256,0,0,0
20影視群,15.01～16,340,1551,1581,6,0
20影視群,14.01～15,0,136,0,0,0
20影視群,13.01～14,232,1030,0,0,2
20影視群,12.01～13,0,72,0,0,0
20影視群,11.01～12,147,591,794,2,0
20影視群,10.01～11,1,25,0,0,0
20影視群,9.01～10,65,250,1,0,0
20影視群,8.01～9,0,10,0,0,0
20影視群,7.01～8,41,117,291,0,0
20影視群,6.01～7,0,2,1,0,0
20影視群,5.01～6,13,28,0,0,0
20影視群,4.01～5,0,0,0,0,0
20影視群,3.01～4,6,6,57,0,0
20影視群,2.01～3,0,0,0,0,0
20影視群,1.01～2,2,1,1,0,0
20影視群,0.01～1,0,0,0,0,0
20影視群,0.00,14,11,23,0,1
21資管類,99.01～100,1,60,53,0,3
21資管類,98.01～99,0,204,0,0,0
21資管類,97.01～98,0,98,0,0,24
21資管類,96.01～97,0,438,0,0,0
21資管類,95.01～96,6,142,138,15,37
21資管類,94.01～95,0,614,0,0,0
21資管類,93.01～94,17,211,0,23,73
21資管類,92.01～93,0,620,0,0,0
21資管類,91.01～92,49,256,182,30,100
21資管類,90.01～91,0,607,0,0,0
21資管類,89.01～90,67,276,0,60,135
21資管類,88.01～89,0,555,0,0,0
21資管類,87.01～88,158,297,262,91,164
21資管類,86.01～87,0,538,0,0,0
21資管類,85.01～86,267,314,0,135,181
21資管類,84.01～85,1,507,0,0,0
21資管類,83.01～84,481,362,365,174,215
21資管類,82.01～83,0,470,0,0,0
21資管類,81.01～82,612,397,0,213,201
21資管類,80.01～81,0,417,0,0,0
21資管類,79.01～80,876,377,419,270,228
21資管類,78.01～79,0,404,0,0,0
21資管類,77.01～78,1168,399,0,318,244
21資管類,76.01～77,0,393,0,0,0
21資管類,75.01～76,1427,431,532,368,242
21資管類,74.01～75,0,342,0,0,0
21資管類,73.01～74,1766,498,0,413,253
21資管類,72.01～73,0,315,0,0,0
21資管類,71.01～72,2001,519,626,403,241
21資管類,70.01～71,0,336,0,0,0
21資管類,69.01～70,2267,524,0,433,257
21資管類,68.01～69,1,327,0,0,0
21資管類,67.01～68,2495,547,728,482,252
21資管類,66.01～67,1,318,0,0,0
21資管類,65.01～66,2714,550,0,509,292
21資管類,64.01～65,2,321,0,0,0
21資管類,63.01～64,2876,573,828,525,265
21資管類,62.01～63,0,298,0,0,0
21資管類,61.01～62,2822,597,0,548,263
21資管類,60.01～61,0,323,0,0,0
21資管類,59.01～60,2939,613,1039,559,263
21資管類,58.01～59,0,328,0,0,0
21資管類,57.01～58,2938,620,0,598,270
21資管類,56.01～57,0,346,0,0,0
21資管類,55.01～56,2870,607,1101,617,290
21資管類,54.01～55,0,393,0,0,0
21資管類,53.01～54,2849,655,1,539,301
21資管類,52.01～53,1,398,0,0,0
21資管類,51.01～52,2718,641,1304,624,320
21資管類,50.01～51,0,442,0,0,0
21資管類,49.01～50,2616,713,0,571,293
21資管類,48.01～49,1,390,0,0,0
21資管類,47.01～48,2468,706,1510,598,322
21資管類,46.01～47,0,479,0,0,0
21資管類,45.01～46,2387,718,0,590,333
21資管類,44.01～45,0,499,0,0,0
21資管類,43.01～44,2154,682,1862,559,398
21資管類,42.01～43,0,521,0,0,0
21資管類,41.01～42,2052,730,1,579,449
21資管類,40.01～41,1,547,0,0,0
21資管類,39.01～40,1841,741,2364,614,506
21資管類,38.01～39,2,633,0,0,0
21資管類,37.01～38,1655,818,1,545,532
21資管類,36.01～37,2,583,0,0,0
21資管類,35.01～36,1610,950,2881,602,595
21資管類,34.01～35,0,714,2,0,0
21資管類,33.01～34,1419,1049,0,515,628
21資管類,32.01～33,1,721,0,0,0
21資管類,31.01～32,1230,1359,3278,527,666
21資管類,30.01～31,1,770,2,0,0
21資管類,29.01～30,1041,1607,1,464,648
21資管類,28.01～29,1,836,0,0,0
21資管類,27.01～28,907,2002,4204,459,695
21資管類,26.01～27,0,834,1,0,0
21資管類,25.01～26,841,2398,1,401,683
21資管類,24.01～25,1,901,0,0,0
21資管類,23.01～24,724,2765,4315,336,573
21資管類,22.01～23,0,957,1,0,0
21資管類,21.01～22,639,3440,0,268,386
21資管類,20.01～21,0,583,0,0,0
21資管類,19.01～20,751,3837,2669,154,268
21資管類,18.01～19,3,380,1,0,1
21資管類,17.01～18,601,2338,0,113,161
21資管類,16.01～17,0,256,0,0,0
21資管類,15.01～16,340,1551,1581,55,67
21資管類,14.01～15,0,136,0,0,1
21資管類,13.01～14,232,1030,0,29,57
21資管類,12.01～13,0,72,0,0,0
21資管類,11.01～12,147,591,794,17,18
21資管類,10.01～11,1,25,0,0,0
21資管類,9.01～10,65,250,1,3,7
21資管類,8.01～9,0,10,0,0,0
21資管類,7.01～8,41,117,291,1,1
21資管類,6.01～7,0,2,1,0,0
21資管類,5.01～6,13,28,0,0,2
21資管類,4.01～5,0,0,0,0,0
21資管類,3.01～4,6,6,57,1,0
21資管類,2.01～3,0,0,0,0,0
21資管類,1.01～2,2,1,1,0,0
21資管類,0.01～1,0,0,0,0,0
21資管類,0.00,14,11,23,0,0
