學校,招生系科,招生群類別,一般考生招生名額,國文,英文,數學,專業一,專業二
嶺東科技大學,數位媒體設計系,20影視群,8,8,--,--,--,3
嶺東科技大學,創意產品設計系,01機械群,7,--,--,--,6,3
嶺東科技大學,創意產品設計系,07設計群,66,--,--,--,6,3
嶺東科技大學,動漫遊戲美術應用學士學位學程,07設計群,30,--,--,--,3,6
嶺東科技大學,流行設計系,07設計群,10,--,--,--,3,--
嶺東科技大學,流行設計系,13家政群生活應用類,41,--,--,--,--,3
嶺東科技大學,服飾設計系,07設計群,20,6,--,--,3,--
嶺東科技大學,服飾設計系,13家政群生活應用類,25,6,--,--,3,--
嶺東科技大學,時尚經營系,07設計群,30,10,--,--,3,--
嶺東科技大學,時尚經營系,09商業與管理群,5,10,--,--,3,--
嶺東科技大學,時尚經營系,13家政群生活應用類,25,4,--,--,3,--
嶺東科技大學,觀光與休閒管理系,09商業與管理群,12,6,--,--,3,--
嶺東科技大學,觀光與休閒管理系,15外語群英語類,7,--,6,--,3,--
嶺東科技大學,觀光與休閒管理系,17餐旅群,62,--,--,--,3.5,3
嶺東科技大學,應用外語系應用英語組,09商業與管理群,11,10,--,--,3,--
嶺東科技大學,應用外語系應用英語組,15外語群英語類,19,10,--,--,--,3
嶺東科技大學,應用外語系應用英語組,17餐旅群,2,10,--,--,3,--
嶺東科技大學,應用外語系應用日語組,09商業與管理群,11,10,--,--,3,--
嶺東科技大學,應用外語系應用日語組,16外語群日語類,25,10,--,--,--,3
嶺東科技大學,應用外語系應用日語組,17餐旅群,3,10,--,--,3,--
嶺東科技大學,幼兒保育系,09商業與管理群,16,10,--,--,3,--
嶺東科技大學,幼兒保育系,12家政群幼保類,17,10,--,--,--,3
嶺東科技大學,幼兒保育系,13家政群生活應用類,2,10,--,--,3,--
嶺東科技大學,資訊科技系智慧聯網互動科技應用組（資安人才）,04電子群,10,6,--,--,--,3
嶺東科技大學,資訊管理系資訊管理應用組（資安人才）,04電子群,2,6,--,--,--,3
嶺東科技大學,資訊管理系資訊管理應用組（資安人才）,09商業與管理群,2,6,--,--,3,--
嶺東科技大學,資訊管理系數位生活設計組（資安人才）,09商業與管理群,4,6,--,--,3,--
嶺東科技大學,智慧製造科技系（資安人才）,03電機群,4,6,--,--,3,--
嶺東科技大學,智慧製造科技系（資安人才）,01機械群,3,6,--,--,--,3
嶺東科技大學,智慧製造科技系（資安人才）,02動力機械群,3,6,--,--,--,3
中國科技大學,建築系（臺北校區）,06土木與建築群,25,5,--,--,3,3
中國科技大學,建築系（臺北校區）,07設計群,25,5,--,--,3,3
中國科技大學,建築系（臺北校區）,14農業群,11,5,--,--,3,3
中國科技大學,土木與防災系（臺北校區）,01機械群,4,6,--,--,3,3
中國科技大學,土木與防災系（臺北校區）,06土木與建築群,18,6,--,--,3,3
中國科技大學,室內設計系（臺北校區）,07設計群,92,6,--,--,3,3
中國科技大學,視覺傳達設計系（臺北校區）,07設計群,84,5,5,--,3,3
中國科技大學,數位多媒體設計系（臺北校區）,04電子群,3,6,6,--,3,3
中國科技大學,數位多媒體設計系（臺北校區）,07設計群,70,6,6,--,3,3
中國科技大學,數位多媒體設計系（臺北校區）,09商業與管理群,2,6,6,--,3,3
中國科技大學,影視設計系（臺北校區）,07設計群,45,5,5,--,3,3
中國科技大學,影視設計系（臺北校區）,09商業與管理群,5,5,5,--,3,3
中國科技大學,影視設計系（臺北校區）,20影視群,23,5,5,--,3,3
中國科技大學,企業管理系（臺北校區）,09商業與管理群,8,6,--,--,3,3
中國科技大學,企業管理系（臺北校區）,15外語群英語類,4,6,--,--,3,3
中國科技大學,企業管理系（臺北校區）,17餐旅群,4,6,--,--,3,3
中國科技大學,企業管理系航空暨運輸服務管理組（臺北校區）,09商業與管理群,2,6,--,--,3,3
中國科技大學,企業管理系航空暨運輸服務管理組（臺北校區）,15外語群英語類,5,6,--,--,3,3
中國科技大學,企業管理系航空暨運輸服務管理組（臺北校區）,17餐旅群,3,6,--,--,3,3
中國科技大學,財務金融系（臺北校區）,07設計群,6,6,--,--,3,3
中國科技大學,財務金融系（臺北校區）,09商業與管理群,8,6,--,--,3,3
中國科技大學,財務金融系（臺北校區）,20影視群,3,6,--,--,3,3
中國科技大學,行銷與流通管理系（臺北校區）,07設計群,7,5,--,--,3,3
中國科技大學,行銷與流通管理系（臺北校區）,09商業與管理群,10,5,--,--,3,3
中國科技大學,行銷與流通管理系（臺北校區）,16外語群日語類,6,5,--,--,3,3
中國科技大學,觀光與休閒事業管理系（臺北校區）,07設計群,7,6,--,--,3,3
中國科技大學,觀光與休閒事業管理系（臺北校區）,09商業與管理群,7,6,--,--,3,3
中國科技大學,觀光與休閒事業管理系（臺北校區）,17餐旅群,23,6,--,--,3,3
中國科技大學,資訊管理系（臺北校區）,04電子群,8,5,--,--,3,--
中國科技大學,資訊管理系（臺北校區）,07設計群,7,5,--,--,3,--
中國科技大學,資訊管理系（臺北校區）,09商業與管理群,8,5,--,--,3,--
中國科技大學,資訊工程系（臺北校區）,01機械群,9,4,--,4,3,3
中國科技大學,資訊工程系（臺北校區）,03電機群,8,4,--,4,3,3
中國科技大學,資訊工程系（臺北校區）,04電子群,8,5,--,5,3,3
中國科技大學,視覺傳達設計系（新竹校區）,07設計群,7,5,--,--,3,3
中國科技大學,視覺傳達設計系（新竹校區）,09商業與管理群,1,5,--,--,3,3
中國科技大學,視覺傳達設計系（新竹校區）,20影視群,1,5,--,--,3,3
中國科技大學,數位多媒體設計系（新竹校區）,04電子群,1,6,6,--,3,3
中國科技大學,數位多媒體設計系（新竹校區）,07設計群,2,6,6,--,3,3
中國科技大學,數位多媒體設計系（新竹校區）,09商業與管理群,1,6,6,--,3,3
中國科技大學,觀光與休閒事業管理系（新竹校區）,07設計群,1,6,--,--,3,3
中國科技大學,觀光與休閒事業管理系（新竹校區）,09商業與管理群,1,6,--,--,3,3
中國科技大學,觀光與休閒事業管理系（新竹校區）,17餐旅群,3,6,--,--,3,3
中臺科技大學,醫學檢驗生物技術系,14農業群,16,8,--,--,--,3
中臺科技大學,醫學檢驗生物技術系,05化工群,20,8,--,--,3,--
中臺科技大學,醫學檢驗生物技術系,10衛生與護理類,22,8,--,--,--,3
中臺科技大學,醫學影像暨放射科學系,01機械群,4,8,--,--,--,3
中臺科技大學,醫學影像暨放射科學系,04電子群,4,8,--,--,3,--
中臺科技大學,醫學影像暨放射科學系,10衛生與護理類,18,8,--,--,--,3
中臺科技大學,醫療暨健康產業管理系,17餐旅群,6,8,--,--,3,--
中臺科技大學,醫療暨健康產業管理系,07設計群,8,8,--,--,3,--
中臺科技大學,醫療暨健康產業管理系,09商業與管理群,12,8,--,--,3,--
中臺科技大學,護理系,12家政群幼保類,6,8,--,--,3,--
中臺科技大學,護理系,10衛生與護理類,19,8,--,--,--,3
中臺科技大學,護理系,17餐旅群,5,8,--,--,3,--
中臺科技大學,牙體技術暨材料系,01機械群,6,6,--,--,--,3
中臺科技大學,牙體技術暨材料系,10衛生與護理類,5,4,--,--,3,--
中臺科技大學,牙體技術暨材料系,07設計群,45,8,--,--,3,--
中臺科技大學,食品科技系,11食品群,27,10,--,--,3,3
中臺科技大學,食品科技系,17餐旅群,35,10,--,--,--,3
中臺科技大學,食品科技系,14農業群,12,10,--,--,--,3
中臺科技大學,兒童教育暨事業經營系,12家政群幼保類,18,8,--,--,--,3
中臺科技大學,兒童教育暨事業經營系,15外語群英語類,3,8,--,--,--,3
中臺科技大學,兒童教育暨事業經營系,09商業與管理群,4,8,--,--,3,--
中臺科技大學,資訊管理系,09商業與管理群,10,8,--,--,3,--
中臺科技大學,資訊管理系,04電子群,20,8,--,--,--,3
中臺科技大學,資訊管理系,03電機群,9,8,--,--,--,3
中臺科技大學,行銷管理系,09商業與管理群,14,5,--,--,3,--
中臺科技大學,行銷管理系,17餐旅群,14,5,--,--,3,--
中臺科技大學,行銷管理系,07設計群,13,5,--,--,3,--
中臺科技大學,環境與安全衛生工程系,05化工群,11,8,--,--,--,3
中臺科技大學,環境與安全衛生工程系,01機械群,13,8,--,--,--,3
中臺科技大學,環境與安全衛生工程系,06土木與建築群,24,8,--,--,--,3
中臺科技大學,視光系,14農業群,15,8,--,--,--,3
中臺科技大學,視光系,10衛生與護理類,14,8,--,--,--,3
中臺科技大學,視光系,09商業與管理群,30,8,--,--,3,--
中臺科技大學,高齡健康照護系,10衛生與護理類,2,6,--,--,--,3
中臺科技大學,高齡健康照護系,17餐旅群,11,6,--,--,3,--
中臺科技大學,高齡健康照護系,12家政群幼保類,12,6,--,--,--,3
台南應用科技大學,服飾設計管理系,07設計群,15,--,--,--,--,3
台南應用科技大學,服飾設計管理系,13家政群生活應用類,51,--,--,--,--,3
台南應用科技大學,美容造型設計系,13家政群生活應用類,101,--,--,--,--,3
台南應用科技大學,幼兒保育系,12家政群幼保類,64,6,--,--,3,--
台南應用科技大學,餐飲系,11食品群,3,6,--,--,--,3
台南應用科技大學,餐飲系,17餐旅群,61,6,--,--,--,3
台南應用科技大學,生活服務產業系,07設計群,12,--,--,--,3,--
台南應用科技大學,生活服務產業系,13家政群生活應用類,29,--,--,--,3,--
台南應用科技大學,運動休閒與健康管理系,17餐旅群,30,6,--,--,3,--
台南應用科技大學,國際企業經營系,09商業與管理群,9,--,--,--,3,--
台南應用科技大學,國際企業經營系,15外語群英語類,2,--,--,--,3,--
台南應用科技大學,國際企業經營系,17餐旅群,6,--,--,--,3,--
台南應用科技大學,財務金融系,04電子群,5,6,--,--,3,--
台南應用科技大學,財務金融系,09商業與管理群,18,6,--,--,3,--
台南應用科技大學,財務金融系,17餐旅群,13,6,--,--,3,--
台南應用科技大學,資訊管理系,04電子群,14,6,--,--,3,--
台南應用科技大學,資訊管理系,07設計群,6,6,--,--,3,--
台南應用科技大學,資訊管理系,09商業與管理群,22,6,--,--,3,--
台南應用科技大學,企業管理系,09商業與管理群,32,6,--,--,3,--
台南應用科技大學,企業管理系,17餐旅群,27,6,--,--,3,--
台南應用科技大學,室內設計系,07設計群,134,--,--,--,3,4
台南應用科技大學,視覺傳達設計系,07設計群,86,--,--,--,3,4
台南應用科技大學,商品設計系,07設計群,81,6,--,--,--,3
台南應用科技大學,多媒體動畫系,07設計群,111,--,--,--,3,3
台南應用科技大學,時尚設計系,07設計群,16,--,--,--,--,3
台南應用科技大學,時尚設計系,13家政群生活應用類,24,--,--,--,--,3
台南應用科技大學,漫畫系,07設計群,131,--,--,--,3,4
台南應用科技大學,應用英語系,09商業與管理群,6,6,--,--,3,--
台南應用科技大學,應用英語系,15外語群英語類,15,6,--,--,--,3
台南應用科技大學,應用英語系,17餐旅群,15,6,--,--,3,--
台南應用科技大學,旅館管理系,15外語群英語類,2,--,--,--,3,--
台南應用科技大學,旅館管理系,17餐旅群,59,--,--,--,--,3
台南應用科技大學,養生休閒管理系,17餐旅群,22,--,--,--,3,--
中信科技大學,機械工程系,01機械群,6,5,--,--,3,3
中信科技大學,機械工程系,02動力機械群,3,5,--,--,3,3
中信科技大學,半導體工程系,03電機群,5,5,--,--,3,3
中信科技大學,半導體工程系,04電子群,4,5,--,--,3,3
中信科技大學,冷凍空調與能源系,01機械群,3,5,--,--,3,3
中信科技大學,冷凍空調與能源系,03電機群,5,5,--,--,3,3
中信科技大學,冷凍空調與能源系,04電子群,3,5,--,--,3,3
中信科技大學,企業管理系,09商業與管理群,5,5,--,--,3,3
中信科技大學,企業管理系,13家政群生活應用類,2,5,--,--,3,3
中信科技大學,企業管理系,17餐旅群,4,5,--,--,3,3
中信科技大學,餐飲與健康養生系,17餐旅群,18,5,--,--,3,3
中信科技大學,餐飲與健康養生系,11食品群,6,5,--,--,3,2
中信科技大學,餐飲與健康養生系,09商業與管理群,4,5,--,--,3,2
中信科技大學,休閒運動管理系,09商業與管理群,1,5,--,--,3,3
中信科技大學,休閒運動管理系,14農業群,1,5,--,--,3,3
中信科技大學,休閒運動管理系,17餐旅群,1,5,--,--,3,3
中信科技大學,高齡健康照護系,10衛生與護理類,5,5,--,--,3,2
中信科技大學,高齡健康照護系,13家政群生活應用類,5,5,--,--,3,2
中信科技大學,高齡健康照護系,17餐旅群,3,5,--,--,3,2
元培醫事科技大學,醫學影像暨放射技術系,03電機群,4,9,--,--,--,3
元培醫事科技大學,醫學影像暨放射技術系,04電子群,4,9,--,--,--,3
元培醫事科技大學,醫學影像暨放射技術系,10衛生與護理類,4,9,--,--,--,3
元培醫事科技大學,醫務管理系醫療產業管理組,04電子群,1,8,--,--,--,3
元培醫事科技大學,醫務管理系醫療產業管理組,09商業與管理群,2,8,--,--,3,--
元培醫事科技大學,醫務管理系醫療產業管理組,10衛生與護理類,2,8,--,--,--,3
元培醫事科技大學,醫務管理系健康管理組,12家政群幼保類,2,8,--,--,3,--
元培醫事科技大學,醫務管理系健康管理組,13家政群生活應用類,2,8,--,--,3,--
元培醫事科技大學,醫務管理系健康管理組,17餐旅群,1,8,--,--,3,--
元培醫事科技大學,高齡健康照護系,09商業與管理群,1,10,--,--,3,--
元培醫事科技大學,高齡健康照護系,12家政群幼保類,2,10,--,--,3,--
元培醫事科技大學,高齡健康照護系,13家政群生活應用類,2,10,--,--,3,--
元培醫事科技大學,醫學檢驗生物技術系,10衛生與護理類,2,5,--,--,3,--
元培醫事科技大學,醫學檢驗生物技術系,13家政群生活應用類,1,5,--,--,3,3
元培醫事科技大學,醫學檢驗生物技術系,14農業群,4,5,--,--,3,--
元培醫事科技大學,護理系,10衛生與護理類,12,6,--,--,--,3
元培醫事科技大學,護理系,12家政群幼保類,5,6,--,--,--,3
元培醫事科技大學,護理系,13家政群生活應用類,5,6,--,--,3,--
元培醫事科技大學,視光系,04電子群,1,10,--,--,--,3
元培醫事科技大學,視光系,09商業與管理群,3,10,--,--,3,--
元培醫事科技大學,視光系,10衛生與護理類,1,10,--,--,--,3
元培醫事科技大學,寵物保健系,10衛生與護理類,1,10,--,--,3,--
元培醫事科技大學,寵物保健系,13家政群生活應用類,8,10,--,--,3,--
元培醫事科技大學,寵物保健系,14農業群,3,10,--,--,3,--
元培醫事科技大學,生物科技暨製藥技術系,01機械群,1,4,--,--,--,3
元培醫事科技大學,生物科技暨製藥技術系,10衛生與護理類,2,4,--,--,--,3
元培醫事科技大學,生物科技暨製藥技術系,14農業群,2,4,--,--,--,3
元培醫事科技大學,環境工程衛生系,01機械群,1,6,--,--,--,3
元培醫事科技大學,環境工程衛生系,02動力機械群,1,6,--,--,--,3
元培醫事科技大學,環境工程衛生系,04電子群,2,6,--,--,--,3
元培醫事科技大學,食品科學系,10衛生與護理類,1,6,--,--,3,--
元培醫事科技大學,食品科學系,11食品群,5,6,--,--,5,3
元培醫事科技大學,食品科學系,17餐旅群,2,6,--,--,3,--
元培醫事科技大學,餐飲管理系,09商業與管理群,2,6,--,--,3,--
元培醫事科技大學,餐飲管理系,13家政群生活應用類,2,6,--,--,3,--
元培醫事科技大學,餐飲管理系,17餐旅群,16,6,--,--,--,3
元培醫事科技大學,企業管理系,09商業與管理群,5,5,--,--,3,--
元培醫事科技大學,企業管理系,15外語群英語類,1,5,--,--,3,--
元培醫事科技大學,企業管理系,17餐旅群,1,5,--,--,3,--
元培醫事科技大學,資訊管理系,03電機群,2,6,--,--,3,--
元培醫事科技大學,資訊管理系,04電子群,2,6,--,--,--,3
元培醫事科技大學,資訊管理系,09商業與管理群,5,6,--,--,3,--
元培醫事科技大學,健康休閒管理系健康保健組,10衛生與護理類,1,8,--,--,3,--
元培醫事科技大學,健康休閒管理系健康保健組,13家政群生活應用類,1,8,--,--,3,--
元培醫事科技大學,健康休閒管理系健康保健組,17餐旅群,1,8,--,--,3,--
元培醫事科技大學,健康休閒管理系運動休閒組,09商業與管理群,1,8,--,--,3,--
元培醫事科技大學,健康休閒管理系運動休閒組,12家政群幼保類,1,8,--,--,3,--
元培醫事科技大學,健康休閒管理系運動休閒組,17餐旅群,1,8,--,--,3,--
景文科技大學,旅遊管理系航空暨運輸服務管理組,09商業與管理群,1,6,--,--,3,3
景文科技大學,旅遊管理系航空暨運輸服務管理組,17餐旅群,16,6,--,--,3,3
景文科技大學,旅遊管理系休閒遊憩管理組,14農業群,2,6,--,--,3,3
景文科技大學,旅遊管理系休閒遊憩管理組,17餐旅群,29,6,--,--,3,3
景文科技大學,餐飲管理系管理組,17餐旅群,46,6,--,--,3,3
景文科技大學,餐飲管理系廚藝組,17餐旅群,68,6,--,--,3,3
景文科技大學,餐飲管理系烘焙組,17餐旅群,68,6,--,--,3,3
景文科技大學,旅館管理系,17餐旅群,27,6,--,--,3,3
景文科技大學,行銷與流通管理系,07設計群,1,6,--,--,3,3
景文科技大學,行銷與流通管理系,09商業與管理群,15,6,--,--,3,3
景文科技大學,行銷與流通管理系,17餐旅群,4,6,--,--,3,3
景文科技大學,企業管理系,09商業與管理群,10,6,--,--,3,3
景文科技大學,企業管理系,16外語群日語類,2,6,--,--,3,3
景文科技大學,企業管理系,17餐旅群,8,6,--,--,3,3
景文科技大學,行動商務與多媒體應用系,04電子群,3,6,--,--,3,3
景文科技大學,行動商務與多媒體應用系,07設計群,8,6,--,--,3,3
景文科技大學,行動商務與多媒體應用系,09商業與管理群,12,6,--,--,3,3
景文科技大學,資訊與通訊系,01機械群,5,6,--,--,3,3
景文科技大學,資訊與通訊系,03電機群,3,6,--,--,3,3
景文科技大學,資訊與通訊系,04電子群,15,6,--,--,3,3
景文科技大學,應用外語系,15外語群英語類,8,6,--,--,3,3
景文科技大學,應用外語系,16外語群日語類,24,6,--,--,3,3
景文科技大學,應用外語系,17餐旅群,18,6,--,--,3,3
景文科技大學,視覺傳達設計系視覺設計組,07設計群,26,6,--,--,3,3
景文科技大學,視覺傳達設計系視覺設計組,20影視群,3,6,--,--,3,3
景文科技大學,視覺傳達設計系時尚工藝組,07設計群,17,6,--,--,3,3
景文科技大學,視覺傳達設計系時尚工藝組,13家政群生活應用類,3,6,--,--,3,3
中華醫事科技大學,護理系,10衛生與護理類,13,10,--,--,8,3
中華醫事科技大學,護理系,13家政群生活應用類,2,10,--,--,3,8
中華醫事科技大學,護理系,14農業群,2,10,--,--,3,8
中華醫事科技大學,醫學檢驗生物技術系,05化工群,7,10,--,--,3,3
中華醫事科技大學,醫學檢驗生物技術系,10衛生與護理類,12,10,--,--,3,3
中華醫事科技大學,醫學檢驗生物技術系,14農業群,7,10,--,--,3,3
中華醫事科技大學,環境與安全衛生工程系,01機械群,1,10,--,--,--,3
中華醫事科技大學,環境與安全衛生工程系,02動力機械群,1,10,--,--,--,3
中華醫事科技大學,環境與安全衛生工程系,06土木與建築群,1,10,--,--,--,3
中華醫事科技大學,運動健康與休閒系,09商業與管理群,1,10,--,--,3,3
中華醫事科技大學,運動健康與休閒系,14農業群,1,10,--,--,3,3
中華醫事科技大學,運動健康與休閒系,17餐旅群,1,10,--,--,3,3
中華醫事科技大學,食品營養系,11食品群,12,10,--,--,3,9
中華醫事科技大學,食品營養系,13家政群生活應用類,3,10,--,--,3,9
中華醫事科技大學,食品營養系,17餐旅群,7,10,--,--,9,3
中華醫事科技大學,寵物照護與美容系,13家政群生活應用類,5,10,--,--,3,3
中華醫事科技大學,寵物照護與美容系,14農業群,13,10,--,--,3,3
中華醫事科技大學,寵物照護與美容系,17餐旅群,6,10,--,--,3,3
中華醫事科技大學,語言治療系,10衛生與護理類,12,8,6,--,3,3
中華醫事科技大學,語言治療系,15外語群英語類,10,8,6,--,3,3
中華醫事科技大學,語言治療系,09商業與管理群,3,10,6,--,3,3
中華醫事科技大學,視光系,01機械群,3,10,--,--,3,3
中華醫事科技大學,視光系,17餐旅群,2,10,--,--,3,3
中華醫事科技大學,視光系,10衛生與護理類,5,10,--,--,3,3
中華醫事科技大學,餐旅管理系,11食品群,5,10,--,--,3,--
中華醫事科技大學,餐旅管理系,07設計群,3,10,--,--,3,--
中華醫事科技大學,餐旅管理系,17餐旅群,19,10,--,--,3,--
東南科技大學,機械工程系,01機械群,9,6,--,--,--,3
東南科技大學,機械工程系,02動力機械群,1,6,--,--,--,3
東南科技大學,機械工程系車輛組,02動力機械群,33,6,--,--,--,3
東南科技大學,機械工程系車輛組,01機械群,3,6,--,--,--,3
東南科技大學,電機工程系,03電機群,20,6,--,--,3,--
東南科技大學,電機工程系,04電子群,6,6,--,--,3,--
東南科技大學,表演藝術系,20影視群,1,6,--,--,3,--
東南科技大學,表演藝術系,12家政群幼保類,1,6,--,--,3,--
東南科技大學,表演藝術系,07設計群,1,6,--,--,3,--
東南科技大學,休閒事業管理系,09商業與管理群,7,6,--,--,3,--
東南科技大學,休閒事業管理系,17餐旅群,10,6,--,--,3,--
東南科技大學,休閒事業管理系,16外語群日語類,2,6,--,--,3,--
東南科技大學,餐旅管理系,17餐旅群,18,6,--,--,--,3
東南科技大學,餐旅管理系,11食品群,6,6,--,--,3,--
東南科技大學,餐旅管理系,13家政群生活應用類,2,6,--,--,3,--
東南科技大學,數位媒體設計系,07設計群,27,6,--,--,3,--
東南科技大學,數位媒體設計系,09商業與管理群,4,6,--,--,3,--
東南科技大學,數位媒體設計系,20影視群,2,6,--,--,3,--
東南科技大學,室內設計系,07設計群,17,6,--,--,3,--
東南科技大學,室內設計系,06土木與建築群,6,6,--,--,3,--
東南科技大學,室內設計系,01機械群,3,6,--,--,3,--
德明財經科技大學,會計資訊系,04電子群,1,12,--,--,--,3
德明財經科技大學,會計資訊系,09商業與管理群,11,12,--,--,--,3
德明財經科技大學,會計資訊系,15外語群英語類,2,12,--,--,--,3
德明財經科技大學,財政稅務系,09商業與管理群,13,6,--,--,3,--
德明財經科技大學,財政稅務系,15外語群英語類,4,--,7,--,--,3
德明財經科技大學,財政稅務系,17餐旅群,4,6,--,--,3,--
德明財經科技大學,財務金融系,04電子群,4,10,--,--,3,--
德明財經科技大學,財務金融系,09商業與管理群,45,8,--,--,3,--
德明財經科技大學,財務金融系,15外語群英語類,8,--,8,--,3,--
德明財經科技大學,風險管理與財富規劃系,09商業與管理群,11,5,--,--,3,--
德明財經科技大學,風險管理與財富規劃系,15外語群英語類,1,--,5,--,3,--
德明財經科技大學,風險管理與財富規劃系,16外語群日語類,2,5,--,--,3,--
德明財經科技大學,企業管理系,09商業與管理群,32,10,--,--,3,--
德明財經科技大學,企業管理系,15外語群英語類,3,8,--,--,3,--
德明財經科技大學,企業管理系,17餐旅群,9,10,--,--,3,--
德明財經科技大學,企業管理系時尚經營管理組,09商業與管理群,6,10,--,--,3,--
德明財經科技大學,企業管理系時尚經營管理組,13家政群生活應用類,23,10,--,--,3,--
德明財經科技大學,企業管理系時尚經營管理組,15外語群英語類,4,8,--,--,3,--
德明財經科技大學,流通管理系,09商業與管理群,13,8,--,--,3,--
德明財經科技大學,流通管理系,15外語群英語類,1,--,7,--,3,--
德明財經科技大學,流通管理系,17餐旅群,1,7,--,--,3,--
德明財經科技大學,行銷管理系,09商業與管理群,30,10,--,--,3,--
德明財經科技大學,行銷管理系,15外語群英語類,9,--,8,--,3,--
德明財經科技大學,行銷管理系,17餐旅群,10,10,--,--,3,--
德明財經科技大學,行銷管理系觀光與會展組,09商業與管理群,13,10,--,--,3,--
德明財經科技大學,行銷管理系觀光與會展組,15外語群英語類,6,--,10,--,3,--
德明財經科技大學,行銷管理系觀光與會展組,17餐旅群,6,10,--,--,3,--
德明財經科技大學,國際貿易系,09商業與管理群,12,--,7,--,3,--
德明財經科技大學,國際貿易系,15外語群英語類,11,--,7,--,3,--
德明財經科技大學,應用外語系,09商業與管理群,7,--,15,--,3,--
德明財經科技大學,應用外語系,15外語群英語類,16,--,15,--,--,3
德明財經科技大學,應用外語系,17餐旅群,2,--,15,--,3,--
德明財經科技大學,應用外語系日文組,09商業與管理群,4,15,--,--,3,--
德明財經科技大學,應用外語系日文組,16外語群日語類,23,15,--,--,--,3
德明財經科技大學,應用外語系日文組,17餐旅群,2,15,--,--,3,--
德明財經科技大學,運動產業經營學士學位學程,03電機群,5,12,--,--,3,--
德明財經科技大學,運動產業經營學士學位學程,04電子群,7,12,--,--,3,--
德明財經科技大學,運動產業經營學士學位學程,09商業與管理群,11,12,--,--,3,--
德明財經科技大學,資訊管理系,04電子群,15,8,--,--,--,3
德明財經科技大學,資訊管理系,07設計群,4,8,--,--,3,--
德明財經科技大學,資訊管理系,09商業與管理群,28,8,--,--,3,--
德明財經科技大學,資訊科技系,03電機群,11,9,--,--,3,--
德明財經科技大學,資訊科技系,04電子群,20,9,--,--,3,--
德明財經科技大學,資訊科技系,09商業與管理群,13,9,--,--,3,--
德明財經科技大學,多媒體設計系,07設計群,26,10,--,--,3,--
德明財經科技大學,多媒體設計系,09商業與管理群,20,8,--,--,3,--
德明財經科技大學,多媒體設計系,20影視群,8,12,--,--,3,--
南開科技大學,自動化工程系,01機械群,8,5,--,--,--,3
南開科技大學,自動化工程系,02動力機械群,3,5,--,--,--,3
南開科技大學,自動化工程系,03電機群,4,5,--,--,--,3
南開科技大學,車輛工程系,01機械群,3,6,--,--,5,3
南開科技大學,車輛工程系,02動力機械群,15,6,--,--,5,3
南開科技大學,車輛工程系,03電機群,2,6,--,--,5,3
南開科技大學,電機與資訊技術系,03電機群,7,5,--,--,3,--
南開科技大學,電機與資訊技術系,04電子群,8,5,--,--,3,--
南開科技大學,行銷與流通管理系,09商業與管理群,3,5,--,--,3,--
南開科技大學,行銷與流通管理系,15外語群英語類,1,5,--,--,3,--
南開科技大學,行銷與流通管理系,17餐旅群,2,5,--,--,3,--
南開科技大學,休閒事業管理系,09商業與管理群,5,5,--,--,3,--
南開科技大學,休閒事業管理系,14農業群,3,5,--,--,--,3
南開科技大學,休閒事業管理系,17餐旅群,2,5,--,--,--,3
南開科技大學,餐飲管理系,11食品群,4,5,--,--,3,--
南開科技大學,餐飲管理系,17餐旅群,8,5,--,--,3,--
南開科技大學,長期照顧與管理系,10衛生與護理類,1,5,--,--,--,3
南開科技大學,長期照顧與管理系,13家政群生活應用類,1,5,--,--,3,--
南開科技大學,長期照顧與管理系,17餐旅群,2,5,--,--,3,--
中華科技大學,航空機械系精密機械組,01機械群,12,6,--,--,3,3
中華科技大學,航空機械系精密機械組,02動力機械群,6,6,--,--,3,3
中華科技大學,航空機械系精密機械組,18海事群,2,6,--,--,3,3
中華科技大學,電機與資訊工程系,03電機群,10,6,--,--,3,3
中華科技大學,電機與資訊工程系,04電子群,11,6,--,--,3,3
中華科技大學,電機與資訊工程系,01機械群,4,6,--,--,3,3
中華科技大學,建築系,06土木與建築群,8,6,--,--,3,3
中華科技大學,建築系,07設計群,8,6,--,--,3,3
中華科技大學,建築系,01機械群,5,6,--,--,3,3
中華科技大學,企業資訊與管理系企業資訊管理組,09商業與管理群,4,6,--,--,3,3
中華科技大學,企業資訊與管理系企業資訊管理組,04電子群,2,6,--,--,3,3
中華科技大學,企業資訊與管理系企業資訊管理組,07設計群,1,6,--,--,3,3
中華科技大學,行銷與流通管理系,09商業與管理群,1,6,--,--,3,3
中華科技大學,行銷與流通管理系,15外語群英語類,1,6,--,--,3,3
中華科技大學,行銷與流通管理系,16外語群日語類,2,6,--,--,3,3
中華科技大學,生物科技系生物科技組,10衛生與護理類,3,6,--,--,3,3
中華科技大學,生物科技系生物科技組,14農業群,2,6,--,--,3,3
中華科技大學,生物科技系生物科技組,15外語群英語類,1,6,--,--,3,3
中華科技大學,航空機械系航空維修組,01機械群,18,6,--,--,3,3
中華科技大學,航空機械系航空維修組,02動力機械群,9,6,--,--,3,3
中華科技大學,航空機械系航空維修組,03電機群,3,6,--,--,3,3
中華科技大學,航空服務管理系,09商業與管理群,7,6,--,--,3,3
中華科技大學,航空服務管理系,17餐旅群,1,6,--,--,3,3
中華科技大學,航空服務管理系,15外語群英語類,2,6,--,--,3,3
中華科技大學,餐旅管理系,17餐旅群,8,6,--,--,3,3
