學校,招生系科,招生群類別,一般考生招生名額,國文,英文,數學,專業一,專業二
中華科技大學,餐旅管理系,09商業與管理群,2,6,--,--,3,3
中華科技大學,餐旅管理系,13家政群生活應用類,1,6,--,--,3,3
中華科技大學,生物科技系化妝品生技組,13家政群生活應用類,4,6,--,--,3,3
中華科技大學,生物科技系化妝品生技組,10衛生與護理類,1,6,--,--,3,3
中華科技大學,生物科技系化妝品生技組,17餐旅群,1,6,--,--,3,3
中華科技大學,企業資訊與管理系智能健康資訊管理組,09商業與管理群,2,6,--,--,3,3
中華科技大學,企業資訊與管理系智能健康資訊管理組,13家政群生活應用類,2,6,--,--,3,3
中華科技大學,企業資訊與管理系智能健康資訊管理組,17餐旅群,1,6,--,--,3,3
僑光科技大學,財務金融系,09商業與管理群,64,5,--,--,3,--
僑光科技大學,財務金融系,17餐旅群,10,5,--,--,3,--
僑光科技大學,財務金融系,21資管類,10,5,--,--,3,--
僑光科技大學,企業管理系,09商業與管理群,48,5,--,--,3,--
僑光科技大學,企業管理系,17餐旅群,22,5,--,--,3,--
僑光科技大學,國際貿易系,09商業與管理群,15,5,--,--,3,--
僑光科技大學,國際貿易系,15外語群英語類,10,5,5,--,3,--
僑光科技大學,國際貿易系,16外語群日語類,10,5,--,--,3,3
僑光科技大學,行銷與流通管理系,09商業與管理群,85,10,--,--,3,--
僑光科技大學,行銷與流通管理系,14農業群,10,10,--,--,3,--
僑光科技大學,行銷與流通管理系,17餐旅群,20,10,--,--,3,3
僑光科技大學,財經法律系,09商業與管理群,20,6,--,--,3,--
僑光科技大學,財經法律系,17餐旅群,11,6,--,--,3,--
僑光科技大學,觀光與休閒事業管理系,17餐旅群,74,--,--,--,3,--
僑光科技大學,餐飲管理系,11食品群,3,--,--,--,3,6
僑光科技大學,餐飲管理系,17餐旅群,95,--,--,--,3,6
僑光科技大學,旅館與會展管理系,09商業與管理群,8,--,--,--,3,3
僑光科技大學,旅館與會展管理系,17餐旅群,30,--,--,--,3,3
僑光科技大學,應用外語系,09商業與管理群,6,--,10,--,3,--
僑光科技大學,應用外語系,15外語群英語類,20,--,10,--,--,3
僑光科技大學,應用外語系,17餐旅群,2,--,10,--,3,--
僑光科技大學,資訊科技系,03電機群,14,10,--,--,3,--
僑光科技大學,資訊科技系,04電子群,36,10,--,--,--,3
僑光科技大學,資訊科技系,09商業與管理群,14,10,--,--,3,--
僑光科技大學,資訊科技系（資安人才）,03電機群,3,10,--,--,3,--
僑光科技大學,資訊科技系（資安人才）,04電子群,6,10,--,--,--,3
僑光科技大學,資訊科技系（資安人才）,09商業與管理群,3,10,--,--,3,--
僑光科技大學,多媒體與遊戲設計系,04電子群,9,5,--,--,3,--
僑光科技大學,多媒體與遊戲設計系,07設計群,45,5,--,--,3,--
僑光科技大學,多媒體與遊戲設計系,09商業與管理群,6,5,--,--,3,--
僑光科技大學,多媒體與遊戲設計系（資安人才）,03電機群,3,5,--,--,3,--
僑光科技大學,多媒體與遊戲設計系（資安人才）,09商業與管理群,3,5,--,--,3,--
僑光科技大學,多媒體與遊戲設計系（資安人才）,21資管類,5,5,--,--,3,--
僑光科技大學,生活創意設計系,07設計群,43,6,--,--,3,3
僑光科技大學,生活創意設計系,13家政群生活應用類,4,6,--,--,3,--
僑光科技大學,生活創意設計系,17餐旅群,6,6,--,--,3,--
僑光科技大學,機械與電腦輔助工程系,01機械群,58,6,--,--,4,3
僑光科技大學,機械與電腦輔助工程系,02動力機械群,10,6,--,--,3,4
僑光科技大學,機械與電腦輔助工程系,07設計群,5,6,--,--,4,3
僑光科技大學,機械與電腦輔助工程系（資安人才）,01機械群,13,6,--,--,4,3
僑光科技大學,機械與電腦輔助工程系（資安人才）,02動力機械群,3,6,--,--,3,4
僑光科技大學,機械與電腦輔助工程系（資安人才）,07設計群,1,6,--,--,4,3
育達科技大學,物聯網工程與應用學士學位學程,02動力機械群,1,10,--,--,3,3
育達科技大學,物聯網工程與應用學士學位學程,03電機群,2,10,--,--,3,3
育達科技大學,物聯網工程與應用學士學位學程,04電子群,4,10,--,--,3,3
育達科技大學,智慧機電工程與應用系,01機械群,4,10,--,--,3,3
育達科技大學,智慧機電工程與應用系,02動力機械群,4,10,--,--,3,3
育達科技大學,智慧機電工程與應用系,03電機群,12,10,--,--,3,3
育達科技大學,幼兒保育系,12家政群幼保類,13,10,--,--,3,--
育達科技大學,幼兒保育系,13家政群生活應用類,1,10,--,--,3,--
育達科技大學,幼兒保育系,17餐旅群,1,10,--,--,3,--
育達科技大學,社會工作系,12家政群幼保類,2,10,--,--,3,3
育達科技大學,社會工作系,16外語群日語類,1,10,--,--,3,3
育達科技大學,社會工作系,17餐旅群,2,10,--,--,3,3
育達科技大學,觀光休閒管理系,14農業群,2,10,--,--,3,3
育達科技大學,觀光休閒管理系,15外語群英語類,1,10,--,--,3,3
育達科技大學,觀光休閒管理系,17餐旅群,7,10,--,--,3,3
育達科技大學,餐旅經營系,17餐旅群,11,10,--,--,3,3
育達科技大學,時尚造型設計系,07設計群,1,8,--,--,3,3
育達科技大學,時尚造型設計系,09商業與管理群,1,8,--,--,3,3
育達科技大學,時尚造型設計系,13家政群生活應用類,15,8,--,--,3,3
美和科技大學,護理系,10衛生與護理類,3,--,--,--,--,3
美和科技大學,護理系,12家政群幼保類,7,--,--,--,--,3
美和科技大學,護理系,17餐旅群,5,--,--,--,--,3
美和科技大學,美容系保健造型設計組,09商業與管理群,1,--,--,--,1,--
美和科技大學,美容系保健造型設計組,13家政群生活應用類,3,--,--,--,1,--
美和科技大學,美容系保健造型設計組,17餐旅群,2,--,--,--,1,--
美和科技大學,美容系寵物美容設計組,13家政群生活應用類,4,--,--,--,1,--
美和科技大學,美容系寵物美容設計組,14農業群,3,--,--,--,--,1
美和科技大學,美容系寵物美容設計組,17餐旅群,2,--,--,--,1,--
美和科技大學,食品營養系,05化工群,1,--,--,--,--,3
美和科技大學,食品營養系,11食品群,5,--,--,--,--,3
美和科技大學,食品營養系,17餐旅群,3,--,--,--,--,3
美和科技大學,企業管理系,09商業與管理群,5,--,--,--,3,--
美和科技大學,企業管理系,14農業群,1,--,--,--,--,3
美和科技大學,企業管理系,17餐旅群,3,--,--,--,3,--
美和科技大學,運動與休閒管理系,09商業與管理群,1,--,--,--,3,3
美和科技大學,運動與休閒管理系,13家政群生活應用類,1,--,--,--,3,3
美和科技大學,運動與休閒管理系,17餐旅群,1,--,--,--,3,3
美和科技大學,社會工作系,10衛生與護理類,1,--,--,--,--,3
美和科技大學,社會工作系,12家政群幼保類,1,--,--,--,3,--
美和科技大學,社會工作系,13家政群生活應用類,1,--,--,--,3,--
美和科技大學,餐旅管理系,11食品群,4,--,--,--,3,3
美和科技大學,餐旅管理系,13家政群生活應用類,1,--,--,--,3,3
美和科技大學,餐旅管理系,17餐旅群,15,--,--,--,3,3
美和科技大學,觀光系,09商業與管理群,1,--,--,--,3,--
美和科技大學,觀光系,16外語群日語類,2,--,--,--,3,--
美和科技大學,觀光系,17餐旅群,5,--,--,--,3,--
吳鳳科技大學,人工智慧無人機科技系,03電機群,20,4,--,--,3,3
吳鳳科技大學,人工智慧無人機科技系,04電子群,16,4,--,--,3,3
吳鳳科技大學,人工智慧無人機科技系,21資管類,4,4,--,--,3,3
吳鳳科技大學,機械與智慧製造工程系,01機械群,26,4,--,--,3,3
吳鳳科技大學,機械與智慧製造工程系,02動力機械群,10,4,--,--,3,3
吳鳳科技大學,機械與智慧製造工程系,04電子群,1,4,--,--,3,3
吳鳳科技大學,電機工程系,02動力機械群,5,4,--,--,3,3
吳鳳科技大學,電機工程系,03電機群,40,4,--,--,3,3
吳鳳科技大學,電機工程系,04電子群,10,4,--,--,3,3
吳鳳科技大學,消防系,01機械群,20,4,--,--,3,3
吳鳳科技大學,消防系,03電機群,20,4,--,--,3,3
吳鳳科技大學,消防系,06土木與建築群,18,4,--,--,3,3
吳鳳科技大學,數位科技與媒體設計系,04電子群,6,4,--,--,3,3
吳鳳科技大學,數位科技與媒體設計系,07設計群,4,4,--,--,3,3
吳鳳科技大學,數位科技與媒體設計系,09商業與管理群,5,4,--,--,3,3
吳鳳科技大學,餐旅管理系,09商業與管理群,2,4,--,--,3,3
吳鳳科技大學,餐旅管理系,11食品群,7,4,--,--,3,3
吳鳳科技大學,餐旅管理系,17餐旅群,16,4,--,--,3,3
吳鳳科技大學,觀光休閒管理系,09商業與管理群,2,4,--,--,3,3
吳鳳科技大學,觀光休閒管理系,14農業群,2,4,--,--,3,3
吳鳳科技大學,觀光休閒管理系,17餐旅群,11,4,--,--,3,3
吳鳳科技大學,休閒遊憩與運動管理系,02動力機械群,1,4,--,--,3,3
吳鳳科技大學,休閒遊憩與運動管理系,09商業與管理群,1,4,--,--,3,3
吳鳳科技大學,休閒遊憩與運動管理系,17餐旅群,1,4,--,--,3,3
吳鳳科技大學,幼兒保育系,09商業與管理群,2,4,--,--,3,3
吳鳳科技大學,幼兒保育系,12家政群幼保類,13,4,--,--,3,3
吳鳳科技大學,幼兒保育系,15外語群英語類,1,4,--,--,3,3
修平科技大學,機械工程系,01機械群,22,4,4,4,3,3
修平科技大學,機械工程系,02動力機械群,1,4,4,4,3,3
修平科技大學,機械工程系智慧車輛組,01機械群,1,6,--,5,3,3
修平科技大學,機械工程系智慧車輛組,02動力機械群,15,6,--,5,3,3
修平科技大學,電機工程系,03電機群,20,6,--,5,3,3
修平科技大學,電機工程系,04電子群,3,6,--,5,3,3
修平科技大學,電子工程系,03電機群,5,6,--,--,3,3
修平科技大學,電子工程系,04電子群,15,6,--,--,3,3
修平科技大學,智慧車輛系,02動力機械群,16,6,--,5,3,3
修平科技大學,資訊管理系,04電子群,9,5,--,--,4,3
修平科技大學,資訊管理系,07設計群,3,5,--,--,4,3
修平科技大學,資訊管理系,17餐旅群,3,5,--,--,4,3
修平科技大學,企業經營管理系,09商業與管理群,6,9,--,--,6,3
修平科技大學,企業經營管理系,13家政群生活應用類,3,9,--,--,6,3
修平科技大學,企業經營管理系,17餐旅群,6,9,--,--,6,3
修平科技大學,應用日語系,09商業與管理群,4,5,--,--,3,--
修平科技大學,應用日語系,16外語群日語類,11,5,--,--,--,3
修平科技大學,應用日語系,17餐旅群,5,5,--,--,3,--
修平科技大學,數位媒體設計系,07設計群,14,5,--,--,3,3
修平科技大學,數位媒體設計系,09商業與管理群,3,5,--,--,3,3
修平科技大學,觀光與餐旅管理系,09商業與管理群,4,5,--,--,3,--
修平科技大學,觀光與餐旅管理系,13家政群生活應用類,3,5,--,--,3,--
修平科技大學,觀光與餐旅管理系,17餐旅群,12,5,--,--,--,3
長庚科技大學,護理系（林口校區）,10衛生與護理類,90,5,4,--,3,3
長庚科技大學,護理系（林口校區）,09商業與管理群,21,5,4,--,3,--
長庚科技大學,護理系（林口校區）,15外語群英語類,30,5,4,--,--,3
長庚科技大學,護理系（嘉義校區）,10衛生與護理類,20,6,--,--,3,3
長庚科技大學,護理系（嘉義校區）,09商業與管理群,5,6,--,--,3,--
長庚科技大學,護理系（嘉義校區）,15外語群英語類,5,--,6,--,3,3
長庚科技大學,保健營養系（林口校區）,11食品群,24,5,4,--,3,3
長庚科技大學,保健營養系（林口校區）,17餐旅群,15,5,4,--,--,3
長庚科技大學,保健營養系（林口校區）,14農業群,9,5,4,--,--,3
長庚科技大學,化妝品應用系（林口校區）,13家政群生活應用類,25,5,4,--,--,3
長庚科技大學,化妝品應用系（林口校區）,14農業群,2,5,4,--,--,3
長庚科技大學,幼兒保育系（林口校區）,12家政群幼保類,44,8,--,--,3,3
長庚科技大學,幼兒保育系（林口校區）,13家政群生活應用類,2,8,--,--,3,3
長庚科技大學,幼兒保育系（林口校區）,15外語群英語類,2,6,--,--,3,--
敏實科技大學,智慧車輛與能源系,01機械群,5,4,5,6,3,3
敏實科技大學,智慧車輛與能源系,02動力機械群,15,4,5,6,3,3
敏實科技大學,智慧車輛與能源系,03電機群,5,4,5,6,3,3
敏實科技大學,智慧製造工程系,01機械群,9,4,5,6,3,3
敏實科技大學,智慧製造工程系,02動力機械群,8,4,5,6,3,3
敏實科技大學,智慧製造工程系,03電機群,8,4,5,6,3,3
敏實科技大學,人工智慧應用工程學士學位學程,03電機群,3,4,5,6,3,3
敏實科技大學,人工智慧應用工程學士學位學程,04電子群,8,4,5,6,3,3
敏實科技大學,人工智慧應用工程學士學位學程,09商業與管理群,9,4,5,6,3,3
敏實科技大學,餐飲管理系,11食品群,2,5,6,4,3,3
敏實科技大學,餐飲管理系,13家政群生活應用類,2,5,6,4,3,3
敏實科技大學,餐飲管理系,17餐旅群,11,5,6,4,3,3
臺北城市科技大學,機械工程系,01機械群,43,4,--,4,3,3
臺北城市科技大學,機械工程系,02動力機械群,15,4,--,4,3,3
臺北城市科技大學,機械工程系,18海事群,15,4,--,4,3,3
臺北城市科技大學,機械工程系車輛組,02動力機械群,36,4,--,4,3,3
臺北城市科技大學,機械工程系車輛組,03電機群,5,4,--,4,3,3
臺北城市科技大學,機械工程系車輛組,04電子群,5,4,--,4,3,3
臺北城市科技大學,電機工程系,01機械群,12,4,--,--,3,3
臺北城市科技大學,電機工程系,03電機群,54,4,--,--,3,3
臺北城市科技大學,電機工程系,04電子群,10,4,--,--,3,3
臺北城市科技大學,資訊工程系,03電機群,10,4,--,4,3,3
臺北城市科技大學,資訊工程系,04電子群,22,4,--,4,3,3
臺北城市科技大學,資訊工程系,09商業與管理群,3,4,--,4,3,3
臺北城市科技大學,電腦與通訊工程系,03電機群,5,4,--,4,3,3
臺北城市科技大學,電腦與通訊工程系,04電子群,40,4,--,4,3,3
臺北城市科技大學,電腦與通訊工程系,09商業與管理群,30,4,--,4,3,3
臺北城市科技大學,行銷與流通管理系,09商業與管理群,28,4,4,--,3,3
臺北城市科技大學,行銷與流通管理系,16外語群日語類,3,4,4,--,3,3
臺北城市科技大學,行銷與流通管理系,17餐旅群,12,4,4,--,3,3
臺北城市科技大學,應用外語系,09商業與管理群,12,4,4,--,3,3
臺北城市科技大學,應用外語系,15外語群英語類,17,4,4,--,3,3
臺北城市科技大學,應用外語系,16外語群日語類,38,4,4,--,3,3
臺北城市科技大學,企業管理系,09商業與管理群,38,--,--,--,3,3
臺北城市科技大學,企業管理系,16外語群日語類,3,--,--,--,3,3
臺北城市科技大學,企業管理系,17餐旅群,20,--,--,--,3,3
臺北城市科技大學,數位多媒體設計系,07設計群,82,4,4,--,3,3
臺北城市科技大學,數位多媒體設計系,09商業與管理群,5,4,4,--,3,3
臺北城市科技大學,數位多媒體設計系,20影視群,2,4,4,--,3,3
臺北城市科技大學,餐飲事業系,17餐旅群,105,4,4,--,3,3
臺北城市科技大學,觀光事業系,15外語群英語類,9,4,4,--,3,3
臺北城市科技大學,觀光事業系,16外語群日語類,6,4,4,--,3,3
臺北城市科技大學,觀光事業系,17餐旅群,45,4,4,--,3,3
臺北城市科技大學,休閒事業系,17餐旅群,29,4,4,--,3,3
臺北城市科技大學,休閒事業系,12家政群幼保類,2,4,4,--,3,3
臺北城市科技大學,休閒事業系,20影視群,2,4,4,--,3,3
臺北城市科技大學,時尚造型事業系,13家政群生活應用類,87,6,--,--,3,3
臺北城市科技大學,時尚造型事業系,16外語群日語類,2,6,--,--,3,5
臺北城市科技大學,時尚造型事業系,07設計群,5,6,--,--,3,5
臺北城市科技大學,烘焙創意與經營管理學士學位學程,17餐旅群,66,4,4,--,3,3
醒吾科技大學,企業管理系,09商業與管理群,11,9,--,--,3,--
醒吾科技大學,企業管理系,17餐旅群,11,9,--,--,3,--
